Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,MLP_Alphabet_Scalar,CNN_Alphabet_Scalar,MLP_Percentile,CNN_Percentile,Stochastic Quantization,Regularizer,Lambda,Original Sparsity,Quantized Sparsity,Retain_rate,Fusion,Seed,Subset_Inds,Subset_Classes,Max_KL,Min_KL,Avg_KL,Median_KL,Classes Repeated,Fine-Tuned Top1 Accuracy,Fine-Tuned Top5 Accuracy,Quant+FT Top1 Accuracy,Quant+FT Top5 Accuracy,Original Top1 Accuracy (Pick Sub),Original Top5 Accuracy (Pick Sub),Quantized Top1 Accuracy (Pick Sub),Quantized Top5 Accuracy (Pick Sub),Fine-Tuned Top1 Accuracy (Pick Sub),Fine-Tuned Top5 Accuracy (Pick Sub),Quant+FT Top1 Accuracy (Pick Sub),Quant+FT Top5 Accuracy (Pick Sub),Fine-Tuned Sparsity,Quant+FT Sparsity
resnet50,CIFAR100,64,0.863,0.941,0.985,0.995,4,1.16,1.16,1,1,False,,0.1,0.0,0.4512,0.25,False,0,"[0, 39, 73, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'shark', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.8441400222921807,70.98291672463468,64.10025423945821,False,0.98,0.999,0.937,0.997,0.986,1.0,0.941,1.0,0.985,1.0,0.937,0.997,0.0,0.4511
resnet50,CIFAR100,64,0.81,0.805,0.962,0.964,4,1.16,1.16,1,1,False,,0.1,0.0,0.4508,0.25,False,0,"[61, 97, 41, 17, 83, 84, 14, 32, 74, 95]","['plate', 'wolf', 'lawn_mower', 'castle', 'sweet_pepper', 'table', 'butterfly', 'flatfish', 'shrew', 'whale']",98.22806570461061,1.7147052444778144,21.09501949987561,13.324729917525872,False,0.968,0.996,0.83,0.981,0.97,0.996,0.805,0.992,0.983,0.998,0.83,0.981,0.0,0.4508
resnet50,CIFAR100,64,0.883,0.797,0.978,0.981,4,1.16,1.16,1,1,False,,0.1,0.0,0.4536,0.25,False,0,"[37, 41, 12, 13, 76, 48, 81, 85, 89, 90]","['house', 'lawn_mower', 'bridge', 'bus', 'skyscraper', 'motorcycle', 'streetcar', 'tank', 'tractor', 'train']",5.12552844804835,0.15183595091077784,1.8085912877292711,1.8236684718009988,False,0.922,0.992,0.811,0.979,0.916,0.996,0.797,0.984,0.923,0.997,0.811,0.98,0.0,0.4546
resnet50,CIFAR100,64,0.881,0.952,0.989,0.995,4,1.16,1.16,1,1,False,,0.1,0.0,0.4537,0.25,False,0,"[0, 39, 71, 49, 52, 53, 54, 58, 61, 94]","['apple', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'orchid', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,70.70239402623602,60.74714176408661,False,0.978,1.0,0.944,0.998,0.985,1.0,0.954,0.999,0.982,1.0,0.944,0.998,0.0,0.4517
resnet50,CIFAR100,64,0.803,0.783,0.96,0.942,4,1.16,1.16,1,1,False,,0.1,0.0,0.4504,0.25,False,0,"[91, 25, 78, 93, 32, 46, 77, 36, 27, 17]","['trout', 'couch', 'snake', 'turtle', 'flatfish', 'man', 'snail', 'hamster', 'crocodile', 'castle']",35.47844054824965,0.4195289829891482,7.137754282015429,4.684156218442112,False,0.935,0.994,0.664,0.948,0.948,0.998,0.783,0.97,0.949,0.997,0.664,0.949,0.0,0.4509
resnet50,CIFAR100,64,0.771,0.601,0.95,0.943,4,1.16,1.16,1,1,False,,0.1,0.0,0.4453,0.25,False,0,"[3, 4, 38, 72, 74, 15, 19, 21, 55, 31]","['bear', 'beaver', 'kangaroo', 'seal', 'shrew', 'camel', 'cattle', 'chimpanzee', 'otter', 'elephant']",3.494797836854806,0.07439723120836726,0.9939995123573261,0.7670957345203666,False,0.839,0.979,0.572,0.935,0.847,0.986,0.601,0.947,0.846,0.986,0.572,0.935,0.0,0.4464
resnet50,CIFAR100,64,0.879,0.928,0.987,0.991,4,1.16,1.16,1,1,False,,0.1,0.0,0.4555,0.25,False,0,"[0, 39, 49, 84, 53, 52, 20, 62, 58, 94]","['apple', 'keyboard', 'mountain', 'table', 'orange', 'oak_tree', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,66.93405546344665,60.04703236718203,False,0.979,0.996,0.938,0.997,0.987,0.999,0.929,0.996,0.985,0.999,0.938,0.997,0.0,0.4517
resnet50,CIFAR100,64,0.861,0.871,0.981,0.981,4,1.16,1.16,1,1,False,,0.1,0.0,0.4487,0.25,False,0,"[2, 97, 65, 71, 48, 24, 12, 62, 58, 98]","['baby', 'wolf', 'rabbit', 'sea', 'motorcycle', 'cockroach', 'bridge', 'poppy', 'pickup_truck', 'woman']",102.73889964379478,0.2007550325906008,18.56642482609623,15.598812763680789,False,0.967,1.0,0.846,0.981,0.985,0.999,0.871,0.992,0.974,1.0,0.846,0.981,0.0,0.4507
resnet50,CIFAR100,64,0.808,0.74,0.986,0.984,4,1.16,1.16,1,1,False,,0.1,0.0,0.4503,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.19731785373933208,2.2982349564769766,2.015193842245191,False,0.855,0.994,0.704,0.981,0.844,0.999,0.74,0.992,0.857,0.999,0.704,0.982,0.0,0.4416
resnet50,CIFAR100,64,0.876,0.941,0.991,0.992,4,1.16,1.16,1,1,False,,0.1,0.0,0.4558,0.25,False,0,"[0, 36, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'hamster', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,70.52044982672659,49.09750103727456,False,0.982,1.0,0.933,0.994,0.984,1.0,0.941,0.998,0.987,1.0,0.933,0.995,0.0,0.4494
resnet50,CIFAR100,64,0.802,0.792,0.957,0.965,4,1.16,1.16,1,1,False,,0.1,0.0,0.4515,0.25,False,0,"[16, 8, 40, 10, 80, 95, 62, 91, 64, 27]","['can', 'bicycle', 'lamp', 'bowl', 'squirrel', 'whale', 'poppy', 'trout', 'possum', 'crocodile']",43.39951916161051,0.1115033507263587,11.193332192559614,9.307409429783728,False,0.935,0.997,0.747,0.984,0.949,0.998,0.792,0.984,0.941,1.0,0.747,0.984,0.0,0.4482
resnet50,CIFAR100,64,0.891,0.798,0.984,0.977,4,1.16,1.16,1,1,False,,0.1,0.0,0.4536,0.25,False,0,"[68, 37, 69, 12, 76, 81, 17, 85, 89, 90]","['road', 'house', 'rocket', 'bridge', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'train']",6.134068765441798,0.15183595091077784,1.738200248263854,1.4173465620838974,False,0.916,0.993,0.694,0.97,0.922,0.998,0.799,0.983,0.919,0.996,0.694,0.97,0.0,0.4482
resnet50,CIFAR100,64,0.882,0.963,0.99,0.997,4,1.16,1.16,1,1,False,,0.1,0.0,0.4565,0.25,False,0,"[0, 99, 39, 49, 52, 53, 20, 62, 58, 94]","['apple', 'worm', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,67.37698245799805,57.78091080430897,False,0.985,0.999,0.942,0.995,0.992,1.0,0.968,0.999,0.987,1.0,0.942,0.995,0.0,0.4522
resnet50,CIFAR100,64,0.795,0.792,0.966,0.954,4,1.16,1.16,1,1,False,,0.1,0.0,0.4505,0.25,False,0,"[60, 68, 80, 83, 11, 74, 14, 66, 40, 19]","['plain', 'road', 'squirrel', 'sweet_pepper', 'boy', 'shrew', 'butterfly', 'raccoon', 'lamp', 'cattle']",47.41267834350731,0.22046774103148942,10.566719434173315,8.363779673094497,False,0.949,0.998,0.755,0.977,0.962,0.998,0.792,0.97,0.96,0.999,0.755,0.978,0.0,0.4483
resnet50,CIFAR100,64,0.821,0.688,0.95,0.93,4,1.16,1.16,1,1,False,,0.1,0.0,0.4481,0.25,False,0,"[7, 44, 45, 78, 79, 77, 51, 26, 91, 29]","['beetle', 'lizard', 'lobster', 'snake', 'spider', 'snail', 'mushroom', 'crab', 'trout', 'dinosaur']",0.8390733956106174,0.06923331073782021,0.34585241673325967,0.30204523552971996,False,0.904,0.994,0.671,0.935,0.912,0.996,0.688,0.948,0.911,0.996,0.671,0.935,0.0,0.451
resnet50,CIFAR100,64,0.861,0.939,0.985,0.986,4,1.16,1.16,1,1,False,,0.1,0.0,0.4491,0.25,False,0,"[0, 71, 39, 46, 52, 53, 62, 58, 61, 94]","['apple', 'sea', 'keyboard', 'man', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.8441400222921807,66.60117518983995,46.604676322486746,False,0.981,1.0,0.919,0.992,0.983,0.999,0.939,0.995,0.984,1.0,0.919,0.992,0.0,0.45
resnet50,CIFAR100,64,0.813,0.77,0.97,0.964,4,1.16,1.16,1,1,False,,0.1,0.0,0.4481,0.25,False,0,"[57, 93, 12, 98, 24, 11, 38, 69, 34, 77]","['pear', 'turtle', 'bridge', 'woman', 'cockroach', 'boy', 'kangaroo', 'rocket', 'fox', 'snail']",18.375809302761457,0.09980926548996322,8.126477700064346,7.846049581929622,False,0.939,0.997,0.701,0.962,0.956,0.998,0.77,0.975,0.947,0.998,0.701,0.963,0.0,0.4478
resnet50,CIFAR100,64,0.808,0.746,0.986,0.988,4,1.16,1.16,1,1,False,,0.1,0.0,0.4458,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.19731785373933208,2.2982349564769766,2.015193842245191,False,0.855,0.994,0.701,0.986,0.844,0.999,0.746,0.99,0.857,0.999,0.701,0.989,0.0,0.4454
resnet50,CIFAR100,64,0.866,0.921,0.983,0.991,4,1.16,1.16,1,1,False,,0.1,0.0,0.4537,0.25,False,0,"[0, 39, 13, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'bus', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.3333454169700043,72.77540203654587,66.9804369236124,False,0.978,0.999,0.923,0.998,0.98,1.0,0.926,0.996,0.982,1.0,0.923,0.998,0.0,0.4512
resnet50,CIFAR100,64,0.825,0.767,0.97,0.972,4,1.16,1.16,1,1,False,,0.1,0.0,0.45,0.25,False,0,"[7, 70, 41, 24, 18, 63, 93, 47, 60, 36]","['beetle', 'rose', 'lawn_mower', 'cockroach', 'caterpillar', 'porcupine', 'turtle', 'maple_tree', 'plain', 'hamster']",61.23175724479679,0.1699536728173125,13.440935916106742,9.266818571113685,False,0.966,0.997,0.831,0.98,0.964,1.0,0.771,0.99,0.969,0.999,0.831,0.98,0.0,0.4438
resnet50,CIFAR100,64,0.83,0.64,0.952,0.932,4,1.16,1.16,1,1,False,,0.1,0.0,0.4494,0.25,False,0,"[6, 7, 44, 77, 14, 79, 45, 18, 51, 26]","['bee', 'beetle', 'lizard', 'snail', 'butterfly', 'spider', 'lobster', 'caterpillar', 'mushroom', 'crab']",1.023288406760112,0.060302231932857206,0.42428484149172874,0.37813382871096146,False,0.898,0.99,0.612,0.94,0.906,0.993,0.641,0.941,0.902,0.992,0.612,0.941,0.0,0.4482
resnet50,CIFAR100,64,0.881,0.94,0.986,0.988,4,1.16,1.16,1,1,False,,0.1,0.0,0.458,0.25,False,0,"[0, 39, 49, 52, 53, 20, 62, 58, 28, 94]","['apple', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'cup', 'wardrobe']",192.25317582671377,0.8441400222921807,67.35152737279088,62.94928448912551,False,0.983,0.999,0.957,0.998,0.988,0.999,0.942,0.995,0.988,1.0,0.957,0.998,0.0,0.4525
resnet50,CIFAR100,64,0.842,0.864,0.962,0.983,4,1.16,1.16,1,1,False,,0.1,0.0,0.4581,0.25,False,0,"[48, 31, 87, 86, 11, 76, 45, 69, 94, 88]","['motorcycle', 'elephant', 'television', 'telephone', 'boy', 'skyscraper', 'lobster', 'rocket', 'wardrobe', 'tiger']",103.46117331048481,0.6964406324275851,16.938129401400662,12.664145589661992,False,0.956,0.991,0.84,0.986,0.959,0.998,0.864,0.989,0.962,0.996,0.84,0.986,0.0,0.4531
resnet50,CIFAR100,64,0.881,0.768,0.978,0.97,4,1.16,1.16,1,1,False,,0.1,0.0,0.4516,0.25,False,0,"[37, 69, 12, 76, 13, 81, 17, 85, 89, 90]","['house', 'rocket', 'bridge', 'skyscraper', 'bus', 'streetcar', 'castle', 'tank', 'tractor', 'train']",7.993174372913189,0.15183595091077784,1.75020299108425,1.3615247750529165,False,0.903,0.99,0.749,0.972,0.906,0.996,0.768,0.975,0.903,0.992,0.749,0.973,0.0,0.4506
resnet50,CIFAR100,64,0.877,0.949,0.988,0.993,4,1.16,1.16,1,1,False,,0.1,0.0,0.4533,0.25,False,0,"[0, 39, 71, 79, 49, 52, 53, 58, 61, 94]","['apple', 'keyboard', 'sea', 'spider', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,66.11463383655615,46.54065082420529,False,0.982,1.0,0.953,0.995,0.983,1.0,0.949,0.996,0.987,1.0,0.953,0.995,0.0,0.4482
