Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,MLP_Alphabet_Scalar,CNN_Alphabet_Scalar,MLP_Percentile,CNN_Percentile,Stochastic Quantization,Regularizer,Lambda,Original Sparsity,Quantized Sparsity,Retain_rate,Fusion,Seed,Subset_Inds,Subset_Classes,Max_KL,Min_KL,Avg_KL
resnet50,CIFAR100,64,0.884,0.597,0.981,0.942,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.627,0.25,FALSE,0,"[90, 37, 12, 13, 76, 81, 17, 85, 89, 58]","['train', 'house', 'bridge', 'bus', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'pickup_truck']",6.824864593259210,0.15183595091077800,1.8853594166225300
resnet50,CIFAR100,64,0.884,0.875,0.991,0.973,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6249,0.25,FALSE,0,"[0, 71, 39, 49, 52, 53, 20, 62, 58, 94]","['apple', 'sea', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671400,0.5440176130360910,73.30075509348310
resnet50,CIFAR100,64,0.819,0.596,0.961,0.934,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6245,0.25,FALSE,0,"[1, 95, 54, 86, 88, 30, 14, 41, 72, 67]","['aquarium_fish', 'whale', 'orchid', 'telephone', 'tiger', 'dolphin', 'butterfly', 'lawn_mower', 'seal', 'ray']",53.660786592279200,0.43854637493621000,14.905043158117200
resnet50,CIFAR100,64,0.795,0.642,0.966,0.945,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6215,0.25,FALSE,0,"[84, 47, 23, 99, 16, 85, 37, 78, 59, 74]","['table', 'maple_tree', 'cloud', 'worm', 'can', 'tank', 'house', 'snake', 'pine_tree', 'shrew']",37.818809876109100,0.25898366815367900,10.040082516326400
resnet50,CIFAR100,64,0.89,0.634,0.984,0.937,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6242,0.25,FALSE,0,"[68, 37, 69, 12, 76, 81, 17, 85, 89, 90]","['road', 'house', 'rocket', 'bridge', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'train']",6.134068765441800,0.15183595091077800,1.738200248263850
resnet50,CIFAR100,64,0.879,0.9,0.989,0.988,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6226,0.25,FALSE,0,"[0, 39, 48, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'motorcycle', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.8441400222921810,68.26086475066420
resnet50,CIFAR100,64,0.846,0.641,0.962,0.938,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6249,0.25,FALSE,0,"[54, 0, 14, 50, 6, 70, 45, 76, 10, 82]","['orchid', 'apple', 'butterfly', 'mouse', 'bee', 'rose', 'lobster', 'skyscraper', 'bowl', 'sunflower']",84.79022572082720,0.060302231932857200,10.313740842344700
resnet50,CIFAR100,64,0.8522222222222220,0.6555555555555560,0.9722222222222220,0.9311111111111110,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6214,0.25,FALSE,0,"[29, 21, 58, 9, 9, 92, 67, 16, 94, 98]","['dinosaur', 'chimpanzee', 'pickup_truck', 'bottle', 'bottle', 'tulip', 'ray', 'can', 'wardrobe', 'woman']",122.1128194025950,0.0,22.527847926416400
resnet50,CIFAR100,64,0.769,0.322,0.944,0.772,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6182,0.25,FALSE,0,"[65, 66, 3, 4, 38, 72, 74, 75, 55, 27]","['rabbit', 'raccoon', 'bear', 'beaver', 'kangaroo', 'seal', 'shrew', 'skunk', 'otter', 'crocodile']",1.5705949132242900,0.07439723120836730,0.7703405949379920
resnet50,CIFAR100,64,0.868,0.847,0.987,0.98,3,1.16,1.16,1,1,FALSE,,0.1,0.0,0.6211,0.25,FALSE,0,"[0, 67, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'ray', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.5440176130360910,69.08046854290950
resnet50,CIFAR100,64,0.8022222222222220,0.8388888888888890,0.9688888888888890,0.9755555555555560,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1256,0.25,FALSE,0,"[23, 47, 29, 18, 29, 7, 80, 49, 10, 26]","['cloud', 'maple_tree', 'dinosaur', 'caterpillar', 'dinosaur', 'beetle', 'squirrel', 'mountain', 'bowl', 'crab']",33.755805585544900,0.0,6.64476112890698
resnet50,CIFAR100,64,0.813,0.914,0.969,0.984,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1228,0.25,FALSE,0,"[68, 80, 19, 54, 16, 52, 64, 37, 36, 56]","['road', 'squirrel', 'cattle', 'orchid', 'can', 'oak_tree', 'possum', 'house', 'hamster', 'palm_tree']",85.82982620848700,0.1115033507263590,14.505044553324400
resnet50,CIFAR100,64,0.884,0.825,0.981,0.979,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[90, 37, 12, 13, 76, 81, 17, 85, 89, 58]","['train', 'house', 'bridge', 'bus', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'pickup_truck']",6.824864593259210,0.15183595091077800,1.8853594166225300
resnet50,CIFAR100,64,0.866,0.96,0.984,0.995,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.125,0.25,FALSE,0,"[32, 0, 39, 71, 52, 53, 62, 58, 61, 94]","['flatfish', 'apple', 'keyboard', 'sea', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.8441400222921810,65.54616425885000
resnet50,CIFAR100,64,0.771,0.804,0.943,0.961,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1247,0.25,FALSE,0,"[59, 74, 45, 44, 87, 61, 40, 97, 65, 50]","['pine_tree', 'shrew', 'lobster', 'lizard', 'television', 'plate', 'lamp', 'wolf', 'rabbit', 'mouse']",82.70996110412380,0.23960029412327200,14.54659993436540
resnet50,CIFAR100,64,0.83,0.9177777777777780,0.96,0.9888888888888890,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1242,0.25,FALSE,0,"[16, 45, 50, 0, 69, 70, 58, 59, 59, 65]","['can', 'lobster', 'mouse', 'apple', 'rocket', 'rose', 'pickup_truck', 'pine_tree', 'pine_tree', 'rabbit']",136.68941761907700,0.0,23.002547422223100
resnet50,CIFAR100,64,0.884,0.822,0.981,0.988,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[90, 37, 12, 13, 76, 81, 17, 85, 89, 58]","['train', 'house', 'bridge', 'bus', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'pickup_truck']",6.824864593259210,0.15183595091077800,1.8853594166225300
resnet50,CIFAR100,64,0.878,0.965,0.986,0.997,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1258,0.25,FALSE,0,"[0, 39, 16, 49, 52, 53, 20, 62, 58, 94]","['apple', 'keyboard', 'can', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671400,0.8441400222921810,68.57474031684550
resnet50,CIFAR100,64,0.857,0.921,0.977,0.994,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1271,0.25,FALSE,0,"[95, 49, 20, 41, 36, 5, 76, 87, 42, 2]","['whale', 'mountain', 'chair', 'lawn_mower', 'hamster', 'bed', 'skyscraper', 'television', 'leopard', 'baby']",68.0046691178954,0.4620372100022180,18.076044997168900
resnet50,CIFAR100,64,0.7755555555555560,0.8188888888888890,0.9544444444444440,0.9811111111111110,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1236,0.25,FALSE,0,"[27, 49, 22, 35, 55, 44, 87, 35, 92, 18]","['crocodile', 'mountain', 'clock', 'girl', 'otter', 'lizard', 'television', 'girl', 'tulip', 'caterpillar']",48.52163377404350,0.0,12.518564132718900
resnet50,CIFAR100,64,0.884,0.828,0.981,0.983,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1242,0.25,FALSE,0,"[0, 1, 70, 6, 83, 53, 54, 57, 92, 62]","['apple', 'aquarium_fish', 'rose', 'bee', 'sweet_pepper', 'orange', 'orchid', 'pear', 'tulip', 'poppy']",12.526491388636500,0.20390267380772200,3.7293041127812200
resnet50,CIFAR100,64,0.878,0.96,0.989,0.994,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[0, 6, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'bee', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.5440176130360910,67.92229413387510
resnet50,CIFAR100,64,0.858,0.841,0.965,0.985,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1241,0.25,FALSE,0,"[62, 8, 85, 76, 4, 51, 64, 80, 69, 65]","['poppy', 'bicycle', 'tank', 'skyscraper', 'beaver', 'mushroom', 'possum', 'squirrel', 'rocket', 'rabbit']",52.97274105342730,0.1115033507263590,9.631958887363840
resnet50,CIFAR100,64,0.827,0.882,0.961,0.984,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1258,0.25,FALSE,0,"[61, 73, 71, 12, 97, 63, 86, 5, 43, 4]","['plate', 'shark', 'sea', 'bridge', 'wolf', 'porcupine', 'telephone', 'bed', 'lion', 'beaver']",112.98692773070500,0.4591656945434920,26.442988406389700
resnet50,CIFAR100,64,0.88,0.83,0.978,0.978,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[37, 69, 12, 76, 13, 17, 81, 85, 89, 90]","['house', 'rocket', 'bridge', 'skyscraper', 'bus', 'castle', 'streetcar', 'tank', 'tractor', 'train']",7.993174372913190,0.15183595091077800,1.7502029910842500
resnet50,CIFAR100,64,0.872,0.964,0.988,0.997,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1263,0.25,FALSE,0,"[0, 33, 39, 49, 52, 53, 20, 62, 58, 94]","['apple', 'forest', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671400,0.8441400222921810,67.62314133841450
resnet50,CIFAR100,64,0.7922222222222220,0.8111111111111110,0.9644444444444440,0.9677777777777780,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1258,0.25,FALSE,0,"[86, 64, 96, 7, 68, 77, 19, 98, 19, 29]","['telephone', 'possum', 'willow_tree', 'beetle', 'road', 'snail', 'cattle', 'woman', 'cattle', 'dinosaur']",36.78512239755820,0.0,7.622416063484250
resnet50,CIFAR100,64,0.844,0.88,0.968,0.98,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1239,0.25,FALSE,0,"[79, 45, 1, 59, 47, 62, 19, 21, 90, 82]","['spider', 'lobster', 'aquarium_fish', 'pine_tree', 'maple_tree', 'poppy', 'cattle', 'chimpanzee', 'train', 'sunflower']",40.70020294919940,0.13768798336411200,10.214769600868100
resnet50,CIFAR100,64,0.746,0.62,0.939,0.91,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1234,0.25,FALSE,0,"[65, 67, 4, 72, 74, 29, 50, 55, 27, 93]","['rabbit', 'ray', 'beaver', 'seal', 'shrew', 'dinosaur', 'mouse', 'otter', 'crocodile', 'turtle']",3.130085078659680,0.07439723120836730,0.9496662330382850
resnet50,CIFAR100,64,0.879,0.977,0.989,0.997,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1235,0.25,FALSE,0,"[0, 39, 48, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'motorcycle', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.8441400222921810,68.26086475066420
resnet50,CIFAR100,64,0.859,0.88,0.963,0.972,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1249,0.25,FALSE,0,"[69, 4, 82, 97, 66, 18, 19, 6, 78, 24]","['rocket', 'beaver', 'sunflower', 'wolf', 'raccoon', 'caterpillar', 'cattle', 'bee', 'snake', 'cockroach']",26.151911117559000,0.18543983311989800,7.325892219326220
resnet50,CIFAR100,64,0.839,0.933,0.967,0.988,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1263,0.25,FALSE,0,"[72, 48, 86, 13, 79, 17, 33, 0, 8, 28]","['seal', 'motorcycle', 'telephone', 'bus', 'spider', 'castle', 'forest', 'apple', 'bicycle', 'cup']",104.4460129098780,0.8668267566881000,19.121742938536100
resnet50,CIFAR100,64,0.85,0.802,0.966,0.974,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1264,0.25,FALSE,0,"[5, 40, 9, 16, 20, 84, 86, 87, 25, 94]","['bed', 'lamp', 'bottle', 'can', 'chair', 'table', 'telephone', 'television', 'couch', 'wardrobe']",11.865977804713500,0.20783414433733700,2.961070382879820
resnet50,CIFAR100,64,0.876,0.955,0.991,0.992,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[0, 36, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'hamster', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.5440176130360910,70.52044982672660
resnet50,CIFAR100,64,0.763,0.803,0.964,0.962,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1245,0.25,FALSE,0,"[91, 47, 30, 11, 32, 50, 95, 83, 74, 84]","['trout', 'maple_tree', 'dolphin', 'boy', 'flatfish', 'mouse', 'whale', 'sweet_pepper', 'shrew', 'table']",28.430910464415400,0.41538633450207500,7.108414349898750
resnet50,CIFAR100,64,0.803,0.864,0.959,0.968,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1239,0.25,FALSE,0,"[84, 36, 2, 64, 4, 44, 31, 89, 33, 17]","['table', 'hamster', 'baby', 'possum', 'beaver', 'lizard', 'elephant', 'tractor', 'forest', 'castle']",35.47844054824970,0.32366726835415600,8.020492413927080
resnet50,CIFAR100,64,0.87,0.821,0.975,0.981,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1248,0.25,FALSE,0,"[1, 70, 6, 14, 82, 83, 54, 57, 92, 62]","['aquarium_fish', 'rose', 'bee', 'butterfly', 'sunflower', 'sweet_pepper', 'orchid', 'pear', 'tulip', 'poppy']",5.336673297067950,0.060302231932857200,2.0109199058521500
resnet50,CIFAR100,64,0.886,0.973,0.99,0.996,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1262,0.25,FALSE,0,"[0, 39, 9, 49, 52, 53, 20, 62, 58, 94]","['apple', 'keyboard', 'bottle', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671400,0.8441400222921810,68.84140379035300
resnet50,CIFAR100,64,0.799,0.853,0.948,0.956,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1261,0.25,FALSE,0,"[43, 12, 28, 9, 72, 45, 37, 76, 35, 46]","['lion', 'bridge', 'cup', 'bottle', 'seal', 'lobster', 'house', 'skyscraper', 'girl', 'man']",33.93439244027860,0.176696699965467,9.684130599617450
resnet50,CIFAR100,64,0.869,0.892,0.973,0.979,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1253,0.25,FALSE,0,"[90, 61, 24, 22, 63, 8, 23, 82, 19, 29]","['train', 'plate', 'cockroach', 'clock', 'porcupine', 'bicycle', 'cloud', 'sunflower', 'cattle', 'dinosaur']",104.41294013402500,0.8099554008040410,17.436422428310900
resnet50,CIFAR100,64,0.781,0.669,0.945,0.928,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1248,0.25,FALSE,0,"[64, 65, 66, 4, 38, 74, 15, 80, 50, 63]","['possum', 'rabbit', 'raccoon', 'beaver', 'kangaroo', 'shrew', 'camel', 'squirrel', 'mouse', 'porcupine']",1.4233814839308800,0.1115033507263590,0.5284303713018490
resnet50,CIFAR100,64,0.873,0.971,0.986,0.994,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1258,0.25,FALSE,0,"[0, 39, 49, 52, 53, 20, 62, 58, 61, 94]","['apple', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.8441400222921810,73.38938089289130
resnet50,CIFAR100,64,0.845,0.837,0.967,0.977,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1252,0.25,FALSE,0,"[65, 45, 88, 57, 60, 33, 69, 36, 41, 49]","['rabbit', 'lobster', 'tiger', 'pear', 'plain', 'forest', 'rocket', 'hamster', 'lawn_mower', 'mountain']",46.70470666321280,0.6922635522556580,13.032855160674500
resnet50,CIFAR100,64,0.865,0.928,0.974,0.984,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1247,0.25,FALSE,0,"[57, 41, 47, 82, 73, 97, 37, 90, 58, 79]","['pear', 'lawn_mower', 'maple_tree', 'sunflower', 'shark', 'wolf', 'house', 'train', 'pickup_truck', 'spider']",68.58456350345100,0.15183595091077800,15.08447539720040
resnet50,CIFAR100,64,0.748,0.703,0.963,0.978,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1268,0.25,FALSE,0,"[32, 2, 35, 98, 8, 11, 46, 48, 84, 25]","['flatfish', 'baby', 'girl', 'woman', 'bicycle', 'boy', 'man', 'motorcycle', 'table', 'couch']",3.37916282369197,0.03815328705648480,1.5017699498445700
resnet50,CIFAR100,64,0.859,0.954,0.978,0.993,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1275,0.25,FALSE,0,"[0, 39, 71, 45, 49, 52, 53, 58, 61, 94]","['apple', 'keyboard', 'sea', 'lobster', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.5440176130360910,66.27966497956190
resnet50,CIFAR100,64,0.835,0.895,0.973,0.985,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1262,0.25,FALSE,0,"[81, 33, 97, 15, 21, 31, 71, 34, 88, 35]","['streetcar', 'forest', 'wolf', 'camel', 'chimpanzee', 'elephant', 'sea', 'fox', 'tiger', 'girl']",39.61826518431280,0.13466629836487200,12.58313749012950
resnet50,CIFAR100,64,0.836,0.844,0.965,0.976,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1242,0.25,FALSE,0,"[81, 73, 84, 94, 15, 26, 85, 45, 51, 30]","['streetcar', 'shark', 'table', 'wardrobe', 'camel', 'crab', 'tank', 'lobster', 'mushroom', 'dolphin']",77.13440578122870,0.1009363961915220,16.42850991510030
resnet50,CIFAR100,64,0.823,0.809,0.963,0.973,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1278,0.25,FALSE,0,"[5, 8, 40, 9, 10, 16, 84, 22, 25, 28]","['bed', 'bicycle', 'lamp', 'bottle', 'bowl', 'can', 'table', 'clock', 'couch', 'cup']",6.644042948640920,0.20783414433733700,1.9315162233761500
resnet50,CIFAR100,64,0.859,0.949,0.978,0.994,8,1.16,1.16,1,1,FALSE,,0.1,0.0,0.1264,0.25,FALSE,0,"[0, 39, 71, 45, 49, 52, 53, 58, 61, 94]","['apple', 'keyboard', 'sea', 'lobster', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671400,0.5440176130360910,66.27966497956190
